2017	239
2027	239
2031	239
2054	239
2055	239
2056	239
2057	239
2058	239
2059	239
2060	239
2061	239
2062	239
2063	239
2064	239
2065	239
2066	239
2067	239
2068	239
2069	239
2070	239
2071	239
2072	239
2073	239
2075	239
2076	239
2077	239
2078	239
2079	239
2080	239
2081	239
2082	239
2083	239
2084	239
2085	239
2086	239
2087	239
2089	239
2090	239
2091	239
2092	239
2093	239
2094	239
2095	239
2096	239
2097	239
2104	239
2105	239
2106	239
2107	239
2108	239
2109	239
2110	239
2111	239
2112	239
2113	239
2118	239
2119	239
2120	239
2121	239
2122	239
2123	239
2124	239
2125	239
2126	239
2127	239
2128	239
2142	239
2143	239
2144	239
2145	239
2146	239
2147	239
2148	239
2149	239
2151	239
2152	239
2153	239
2154	239
2155	239
2156	239
2157	239
2158	239
2159	239
2160	239
2161	239
2162	239
2163	239
2164	239
2165	239
2166	239
2167	239
2168	239
2169	239
2171	239
2172	239
2189	239
2190	239
2196	239
2197	239
2198	239
2199	239
2200	239
2201	239
2202	239
2203	239
2204	239
2205	239
2206	239
2207	239
2208	239
2209	239
2210	239
2211	239
2212	239
2213	239
2214	239
2217	239
2218	239
2219	239
2241	239
2244	239
2251	239
2253	239
2254	239
2255	239
2256	239
2257	239
2258	239
2259	239
2260	239
2261	239
2262	239
2263	239
2264	239
2265	239
2266	239
2267	239
2268	239
2269	239
2270	239
2271	239
2272	239
2273	239
2274	239
2275	239
2276	239
2277	239
2281	239
2289	239
2293	239
2294	239
2295	239
2296	239
2300	239
2301	239
2302	239
2303	239
2304	239
2305	239
2306	239
2307	239
2308	239
2309	239
2310	239
2311	239
2312	239
2313	239
2314	239
2320	239
2321	239
2322	239
2323	239
2324	239
2325	239
2326	239
2327	239
2329	239
2330	239
2331	239
2332	239
2333	239
2334	239
2335	239
2343	239
2344	239
2345	239
2346	239
2347	239
2348	239
2349	239
2350	239
2351	239
2352	239
2353	239
2354	239
2355	239
2356	239
2357	239
2384	239
2385	239
2386	239
2387	239
2388	239
2389	239
2390	239
2391	239
2392	239
2393	239
2394	239
2395	239
2396	239
2397	239
2398	239
2399	239
2400	239
2401	239
2402	239
2419	239
2420	239
2421	239
2422	239
2423	239
2424	239
2425	239
2426	239
2427	239
2428	239
2429	239
2430	239
2431	239
2432	239
2433	239
2434	239
2435	239
2436	239
2437	239
2459	239
2460	239
2473	239
2515	239
2517	239
2520	239
2521	239
2523	239
2524	239
2525	239
2526	239
2527	239
2529	239
2530	239
2531	239
2532	239
2533	239
2534	239
2535	239
2536	239
2537	239
2538	239
2539	239
2540	239
2542	239
2543	239
2545	239
2546	239
2555	239
2556	239
2557	239
2558	239
2559	239
2560	239
2563	239
2564	239
2565	239
2566	239
2567	239
2568	239
2569	239
2570	239
2571	239
2572	239
2573	239
2574	239
2575	239
2576	239
2577	239
2578	239
2579	239
2580	239
2581	239
2582	239
2583	239
2584	239
2585	239
2586	239
2589	239
2590	239
2591	239
2592	239
2594	239
2595	239
2596	239
2597	239
2598	239
2599	239
2601	239
2603	239
2609	239
2611	239
2612	239
2613	239
2614	239
2615	239
2616	239
2617	239
2618	239
2619	239
2620	239
2621	239
2659	239
2660	239
2661	239
2662	239
2663	239
2664	239
2665	239
2666	239
2667	239
2668	239
2669	239
2670	239
2671	239
2672	239
2673	239
2674	239
2675	239
2676	239
2677	239
2678	239
2679	239
2680	239
2681	239
2682	239
2683	239
2684	239
2685	239
2686	239
2687	239
2688	239
2689	239
2690	239
2691	239
2692	239
2693	239
2694	239
2695	239
2696	239
2703	239
2704	239
2707	239
2710	239
2712	239
2713	239
2714	239
2715	239
2716	239
2717	239
2718	239
2719	239
2720	239
2721	239
2722	239
2723	239
2724	239
2725	239
2726	239
2727	239
2728	239
2729	239
2730	239
2733	239
2738	239
2739	239
2741	239
2742	239
2743	239
2744	239
2745	239
2746	239
2747	239
2748	239
2749	239
2750	239
2751	239
2752	239
2753	239
2754	239
2755	239
2756	239
2757	239
2758	239
2759	239
2760	239
2801	239
2851	239
2896	239
2916	239
2959	239
2961	239
2963	239
2970	239
2971	239
2972	239
2973	239
2974	239
2975	239
2976	239
2977	239
2978	239
2979	239
2980	239
2981	239
2982	239
2983	239
2984	239
2985	239
278	239
287	239
294	239
299	239
300	239
309	239
310	239
314	239
317	239
323	239
827	239
